Country,Confirmed,Deaths,Recovered,Active,WHO Region,Abbreviated WHO Region,Year,Month,Month Name,Day of Week,Day Name,Month Short Name
Afghanistan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Albania,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Algeria,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Andorra,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Angola,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Antigua,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Argentina,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Armenia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Austria,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Azerbaijan,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Bahamas,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Bahrain,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Bangladesh,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Barbados,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Belarus,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Belgium,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Benin,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Bhutan,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Bolivia,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Bosnia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Brazil,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Brunei,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Bulgaria,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Burkina Faso,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Cape Verde,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Cambodia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Cameroon,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Central African Republic,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Chad,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Chile,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,14,0,0,14,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,6,0,0,6,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,26,0,0,26,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,4,0,0,4,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,444,17,28,399,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,4,0,0,4,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,9,0,0,9,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,4,0,0,4,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
China,10,0,0,10,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Colombia,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Congo,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Congo,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Costa Rica,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Ivory Coast,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Croatia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Cuba,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Cyprus,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Czechia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Denmark,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Greenland,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Denmark,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Djibouti,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Dominican Republic,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Ecuador,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Egypt,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
El Salvador,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Equatorial Guinea,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Eritrea,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Estonia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Eswatini,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Ethiopia,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Fiji,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Finland,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Gabon,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Gambia,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Georgia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Germany,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Ghana,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Greece,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Guatemala,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Guinea,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Guyana,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Haiti,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Holy See,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Honduras,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Hungary,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Iceland,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
India,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Indonesia,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Iran,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Iraq,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Ireland,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Israel,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Italy,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Jamaica,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Japan,2,0,0,2,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Jordan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Kazakhstan,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Kenya,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
South Korea,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Kuwait,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Kyrgyzstan,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Latvia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Lebanon,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Liberia,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Liechtenstein,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Lithuania,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Luxembourg,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Madagascar,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Malaysia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Maldives,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Malta,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Mauritania,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Mauritius,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Mexico,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Moldova,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Monaco,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Mongolia,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Montenegro,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Morocco,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Namibia,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Nepal,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Netherlands,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
New Zealand,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Nicaragua,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Niger,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Nigeria,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
North Macedonia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Norway,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Oman,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Pakistan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Panama,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Papua New Guinea,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Paraguay,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Peru,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Philippines,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Poland,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Portugal,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Qatar,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Romania,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Russia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Rwanda,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Saint Lucia,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Saint Vincent,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
San Marino,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Saudi Arabia,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Senegal,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Serbia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Seychelles,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Singapore,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Slovakia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Slovenia,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Somalia,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
South Africa,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Spain,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Sri Lanka,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Sudan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Suriname,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Sweden,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Switzerland,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Taiwan,1,0,0,1,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Tanzania,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Thailand,2,0,0,2,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Togo,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Trinidad,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Tunisia,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Turkey,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Uganda,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Ukraine,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Arab Emirates,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Uruguay,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
United States,1,0,0,1,Americas,AMR,2020,1,January,2,Wednesday,Jan
Uzbekistan,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Venezuela,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Vietnam,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Zambia,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Zimbabwe,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Dominica,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Grenada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Mozambique,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Syria,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Timor-Leste,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
Belize,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Laos,0,0,0,0,Western Pacific,WPR,2020,1,January,2,Wednesday,Jan
Libya,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
West Bank,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Guinea-Bissau,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Mali,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Saint Kitts,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,2,Wednesday,Jan
Kosovo,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Burma,0,0,0,0,South-East Asia,SEAR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Botswana,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Burundi,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Sierra Leone,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Malawi,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
United Kingdom,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
France,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
South Sudan,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Western Sahara,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Sao Tome,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Yemen,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,2,Wednesday,Jan
Comoros,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Tajikistan,0,0,0,0,Europe,EUR,2020,1,January,2,Wednesday,Jan
Lesotho,0,0,0,0,Africa,AFR,2020,1,January,2,Wednesday,Jan
Afghanistan,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Albania,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Algeria,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Andorra,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Angola,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Antigua,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Argentina,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Armenia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Australia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Austria,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Azerbaijan,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Bahamas,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Bahrain,0,0,0,0,Eastern Mediterranean,EMR,2020,1,January,3,Thursday,Jan
Bangladesh,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Barbados,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Belarus,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Belgium,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Benin,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Bhutan,0,0,0,0,South-East Asia,SEAR,2020,1,January,3,Thursday,Jan
Bolivia,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Bosnia,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Brazil,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Brunei,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Bulgaria,0,0,0,0,Europe,EUR,2020,1,January,3,Thursday,Jan
Burkina Faso,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Cape Verde,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Cambodia,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
Cameroon,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Canada,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
Central African Republic,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Chad,0,0,0,0,Africa,AFR,2020,1,January,3,Thursday,Jan
Chile,0,0,0,0,Americas,AMR,2020,1,January,3,Thursday,Jan
China,9,0,0,9,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,22,0,0,22,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,9,0,0,9,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,32,0,2,30,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,3,0,0,3,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,1,1,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,444,17,28,399,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,9,0,0,9,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,5,0,0,5,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,7,0,0,7,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,3,0,0,3,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,3,0,0,3,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,6,0,0,6,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,16,0,0,16,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,1,0,0,1,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,8,0,0,8,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,4,0,0,4,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,0,0,0,0,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
China,2,0,0,2,Western Pacific,WPR,2020,1,January,3,Thursday,Jan
